suite_id,suite,run_index,total_runs,method,seed,sparsity,cka_strength,config,log_dir,checkpoint_dir,plot_dir,command,status
all_20260516_024344,multiseed,11,205,sparse_fedavg,42,0.9,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_42,results/checkpoints/multiseed/all_20260516_024344/seed_42,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 42 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_42 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_42 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,12,205,feddst,42,0.9,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_42,results/checkpoints/multiseed/all_20260516_024344/seed_42,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 42 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_42 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_42 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,13,205,cka_feddst,42,0.9,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_42,results/checkpoints/multiseed/all_20260516_024344/seed_42,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_42 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_42 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,14,205,sparse_fedavg,42,0.95,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_42,results/checkpoints/multiseed/all_20260516_024344/seed_42,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 42 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_42 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_42 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,15,205,feddst,42,0.95,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_42,results/checkpoints/multiseed/all_20260516_024344/seed_42,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 42 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_42 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_42 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,16,205,cka_feddst,42,0.95,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_42,results/checkpoints/multiseed/all_20260516_024344/seed_42,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 42 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_42 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_42 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,17,205,fedavg,7,,,configs/fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/fedavg_mnist.yaml --seed 7 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,18,205,sparse_fedavg,7,0.5,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 7 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,19,205,feddst,7,0.5,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 7 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,20,205,cka_feddst,7,0.5,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,21,205,sparse_fedavg,7,0.7,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 7 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,22,205,feddst,7,0.7,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 7 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,23,205,cka_feddst,7,0.7,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,24,205,sparse_fedavg,7,0.8,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 7 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,25,205,feddst,7,0.8,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 7 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,26,205,cka_feddst,7,0.8,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,27,205,sparse_fedavg,7,0.9,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 7 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,28,205,feddst,7,0.9,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 7 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,29,205,cka_feddst,7,0.9,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,30,205,sparse_fedavg,7,0.95,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 7 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,31,205,feddst,7,0.95,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 7 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,32,205,cka_feddst,7,0.95,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_7,results/checkpoints/multiseed/all_20260516_024344/seed_7,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 7 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_7 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_7 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,33,205,fedavg,13,,,configs/fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/fedavg_mnist.yaml --seed 13 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,34,205,sparse_fedavg,13,0.5,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 13 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,35,205,feddst,13,0.5,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 13 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,36,205,cka_feddst,13,0.5,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 13 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,37,205,sparse_fedavg,13,0.7,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 13 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,38,205,feddst,13,0.7,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 13 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,39,205,cka_feddst,13,0.7,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 13 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,40,205,sparse_fedavg,13,0.8,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 13 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,41,205,feddst,13,0.8,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 13 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,42,205,cka_feddst,13,0.8,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 13 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,43,205,sparse_fedavg,13,0.9,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 13 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,44,205,feddst,13,0.9,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 13 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,45,205,cka_feddst,13,0.9,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 13 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,46,205,sparse_fedavg,13,0.95,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 13 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,47,205,feddst,13,0.95,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 13 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
